Variable,Value
"d[96,eu-south-1]",1.0
"d[97,eu-south-1]",4.0
"d[98,eu-south-1]",110.0
"d[99,eu-south-1]",2.0
"d[100,eu-south-1]",2.0
"d[1,eu-west-2]",4.0
"d[4,eu-west-2]",101.0
"d[6,eu-west-2]",2.0
"d[7,eu-west-2]",84.0
"d[8,eu-west-2]",113.0
"d[9,eu-west-2]",1.0
"d[10,eu-west-2]",2.0
"d[11,eu-west-2]",61.0
"d[12,eu-west-2]",2.0
"d[13,eu-west-2]",1.0
"d[14,eu-west-2]",2.0
"d[15,eu-west-2]",3.0
"d[16,eu-west-2]",3.0
"d[17,eu-west-2]",69.0
"d[18,eu-west-2]",1.0
"d[19,eu-west-2]",54.0
"d[20,eu-west-2]",1.0
"d[21,eu-west-2]",11.0
"d[22,eu-west-2]",95.0
"d[23,eu-west-2]",10.0
"d[24,eu-west-2]",1.0
"d[26,eu-west-2]",2.0
"d[27,eu-west-2]",1.0
"d[28,eu-west-2]",3.0
"d[29,eu-west-2]",11.0
"d[30,eu-west-2]",2.0
"d[31,eu-west-2]",6.0
"d[32,eu-west-2]",5.0
"d[33,eu-west-2]",3.0
"d[34,eu-west-2]",2.0
"d[35,eu-west-2]",12.0
"d[36,eu-west-2]",2.0
"d[37,eu-west-2]",4.0
"d[38,eu-west-2]",3.0
"d[40,eu-west-2]",112.0
"d[41,eu-west-2]",113.0
"d[42,eu-west-2]",4.0
"d[43,eu-west-2]",1.0
"d[44,eu-west-2]",82.0
"d[45,eu-west-2]",99.0
"d[46,eu-west-2]",11.0
"d[47,eu-west-2]",2.0
"d[48,eu-west-2]",3.0
"d[49,eu-west-2]",2.0
"d[51,eu-west-2]",1.0
"d[52,eu-west-2]",2.0
"d[53,eu-west-2]",1.0
"d[54,eu-west-2]",1.0
"d[55,eu-west-2]",127.0
"d[56,eu-west-2]",99.0
"d[57,eu-west-2]",3.0
"d[58,eu-west-2]",1.0
"d[59,eu-west-2]",110.0
"d[60,eu-west-2]",65.0
"d[61,eu-west-2]",4.0
"d[63,eu-west-2]",2.0
"d[64,eu-west-2]",16.0
"d[65,eu-west-2]",6.0
"d[66,eu-west-2]",1.0
"d[67,eu-west-2]",12.0
"d[68,eu-west-2]",93.0
"d[69,eu-west-2]",1.0
"d[70,eu-west-2]",2.0
"d[71,eu-west-2]",121.0
"d[73,eu-west-2]",11.0
"d[74,eu-west-2]",1.0
"d[75,eu-west-2]",2.0
"d[76,eu-west-2]",3.0
"d[77,eu-west-2]",2.0
"d[79,eu-west-2]",2.0
"d[80,eu-west-2]",62.0
"d[81,eu-west-2]",2.0
"d[83,eu-west-2]",2.0
"d[84,eu-west-2]",57.0
"d[85,eu-west-2]",14.0
"d[87,eu-west-2]",2.0
"d[88,eu-west-2]",3.0
"d[89,eu-west-2]",3.0
"d[90,eu-west-2]",2.0
"d[91,eu-west-2]",11.0
"d[92,eu-west-2]",2.0
"d[93,eu-west-2]",1.0
"d[94,eu-west-2]",1.0
"d[96,eu-west-2]",1.0
"d[97,eu-west-2]",6.0
"d[98,eu-west-2]",10.0
"d[99,eu-west-2]",2.0
"d[100,eu-west-2]",2.0
"d[1,us-east-1]",69.0
"d[4,us-east-1]",5.0
"d[6,us-east-1]",1.0
"d[7,us-east-1]",4.0
"d[8,us-east-1]",5.0
"d[9,us-east-1]",3.0
"d[10,us-east-1]",42.0
"d[11,us-east-1]",3.0
"d[12,us-east-1]",6.0
"d[13,us-east-1]",3.0
"d[14,us-east-1]",6.0
"d[15,us-east-1]",2.0
"d[16,us-east-1]",46.0
"d[17,us-east-1]",3.0
"d[19,us-east-1]",2.0
"d[20,us-east-1]",3.0
"d[21,us-east-1]",3.0
"d[22,us-east-1]",4.0
"d[23,us-east-1]",2.0
"d[24,us-east-1]",4.0
"d[26,us-east-1]",3.0
"d[27,us-east-1]",4.0
"d[28,us-east-1]",7.0
"d[29,us-east-1]",3.0
"d[30,us-east-1]",1.0
"d[31,us-east-1]",91.0
"d[32,us-east-1]",79.0
"d[33,us-east-1]",47.0
"d[34,us-east-1]",6.0
"d[35,us-east-1]",3.0
"d[36,us-east-1]",2.0
"d[37,us-east-1]",70.0
"d[38,us-east-1]",50.0
"d[40,us-east-1]",5.0
"d[41,us-east-1]",5.0
"d[42,us-east-1]",65.0
"d[43,us-east-1]",1.0
"d[44,us-east-1]",4.0
"d[45,us-east-1]",4.0
"d[46,us-east-1]",3.0
"d[47,us-east-1]",5.0
"d[48,us-east-1]",1.0
"d[49,us-east-1]",1.0
"d[51,us-east-1]",3.0
"d[52,us-east-1]",1.0
"d[53,us-east-1]",3.0
"d[54,us-east-1]",2.0
"d[55,us-east-1]",6.0
"d[56,us-east-1]",4.0
"d[57,us-east-1]",2.0
"d[58,us-east-1]",1.0
"d[59,us-east-1]",5.0
"d[60,us-east-1]",3.0
"d[61,us-east-1]",76.0
"d[63,us-east-1]",5.0
"d[64,us-east-1]",4.0
"d[65,us-east-1]",93.0
"d[66,us-east-1]",2.0
"d[67,us-east-1]",3.0
"d[68,us-east-1]",4.0
"d[69,us-east-1]",1.0
"d[70,us-east-1]",1.0
"d[71,us-east-1]",6.0
"d[72,us-east-1]",1.0
"d[73,us-east-1]",3.0
"d[74,us-east-1]",2.0
"d[75,us-east-1]",5.0
"d[76,us-east-1]",58.0
"d[77,us-east-1]",1.0
"d[79,us-east-1]",6.0
"d[80,us-east-1]",3.0
"d[81,us-east-1]",5.0
"d[83,us-east-1]",1.0
"d[84,us-east-1]",2.0
"d[85,us-east-1]",3.0
"d[87,us-east-1]",1.0
"d[88,us-east-1]",49.0
"d[89,us-east-1]",2.0
"d[90,us-east-1]",3.0
"d[91,us-east-1]",2.0
"d[92,us-east-1]",1.0
"d[94,us-east-1]",2.0
"d[96,us-east-1]",2.0
"d[97,us-east-1]",94.0
"d[98,us-east-1]",2.0
"d[99,us-east-1]",3.0
"d[100,us-east-1]",1.0
"d[1,us-west-1]",5.0
"d[4,us-west-1]",2.0
"d[6,us-west-1]",1.0
"d[7,us-west-1]",2.0
"d[8,us-west-1]",2.0
"d[9,us-west-1]",62.0
"d[10,us-west-1]",3.0
"d[11,us-west-1]",1.0
"d[12,us-west-1]",125.0
"d[13,us-west-1]",72.0
"d[14,us-west-1]",135.0
"d[15,us-west-1]",1.0
"d[16,us-west-1]",3.0
"d[17,us-west-1]",1.0
"d[19,us-west-1]",1.0
"d[20,us-west-1]",73.0
"d[21,us-west-1]",1.0
"d[22,us-west-1]",2.0
"d[23,us-west-1]",1.0
"d[24,us-west-1]",89.0
"d[26,us-west-1]",4.0
"d[27,us-west-1]",83.0
"d[28,us-west-1]",142.0
"d[29,us-west-1]",2.0
"d[30,us-west-1]",1.0
"d[31,us-west-1]",7.0
"d[32,us-west-1]",6.0
"d[33,us-west-1]",3.0
"d[34,us-west-1]",134.0
"d[35,us-west-1]",2.0
"d[36,us-west-1]",4.0
"d[37,us-west-1]",5.0
"d[38,us-west-1]",4.0
"d[40,us-west-1]",2.0
"d[41,us-west-1]",2.0
"d[42,us-west-1]",5.0
"d[43,us-west-1]",2.0
"d[44,us-west-1]",2.0
"d[45,us-west-1]",2.0
"d[46,us-west-1]",2.0
"d[47,us-west-1]",111.0
"d[48,us-west-1]",1.0
"d[49,us-west-1]",1.0
"d[51,us-west-1]",70.0
"d[52,us-west-1]",1.0
"d[53,us-west-1]",75.0
"d[54,us-west-1]",3.0
"d[55,us-west-1]",3.0
"d[56,us-west-1]",2.0
"d[57,us-west-1]",1.0
"d[58,us-west-1]",2.0
"d[59,us-west-1]",2.0
"d[60,us-west-1]",1.0
"d[61,us-west-1]",6.0
"d[63,us-west-1]",111.0
"d[64,us-west-1]",2.0
"d[65,us-west-1]",7.0
"d[66,us-west-1]",3.0
"d[67,us-west-1]",2.0
"d[68,us-west-1]",2.0
"d[69,us-west-1]",2.0
"d[70,us-west-1]",1.0
"d[71,us-west-1]",3.0
"d[73,us-west-1]",1.0
"d[74,us-west-1]",2.0
"d[75,us-west-1]",100.0
"d[76,us-west-1]",4.0
"d[77,us-west-1]",1.0
"d[79,us-west-1]",127.0
"d[80,us-west-1]",1.0
"d[81,us-west-1]",110.0
"d[83,us-west-1]",1.0
"d[84,us-west-1]",1.0
"d[85,us-west-1]",2.0
"d[87,us-west-1]",1.0
"d[88,us-west-1]",3.0
"d[89,us-west-1]",1.0
"d[90,us-west-1]",4.0
"d[91,us-west-1]",1.0
"d[92,us-west-1]",1.0
"d[94,us-west-1]",2.0
"d[96,us-west-1]",3.0
"d[97,us-west-1]",7.0
"d[98,us-west-1]",1.0
"d[99,us-west-1]",4.0
"d[100,us-west-1]",1.0
"d[1,ap-northeast-3]",2.0
"d[4,ap-northeast-3]",1.0
"d[6,ap-northeast-3]",2.0
"d[7,ap-northeast-3]",1.0
"d[8,ap-northeast-3]",2.0
"d[9,ap-northeast-3]",1.0
"d[10,ap-northeast-3]",1.0
"d[11,ap-northeast-3]",1.0
"d[12,ap-northeast-3]",3.0
"d[13,ap-northeast-3]",2.0
"d[14,ap-northeast-3]",4.0
"d[15,ap-northeast-3]",3.0
"d[16,ap-northeast-3]",1.0
"d[17,ap-northeast-3]",1.0
"d[20,ap-northeast-3]",2.0
"d[21,ap-northeast-3]",1.0
"d[22,ap-northeast-3]",1.0
"d[23,ap-northeast-3]",1.0
"d[24,ap-northeast-3]",2.0
"d[25,ap-northeast-3]",1.0
"d[26,ap-northeast-3]",213.0
"d[27,ap-northeast-3]",2.0
"d[28,ap-northeast-3]",4.0
"d[29,ap-northeast-3]",1.0
"d[30,ap-northeast-3]",2.0
"d[31,ap-northeast-3]",3.0
"d[32,ap-northeast-3]",2.0
"d[33,ap-northeast-3]",1.0
"d[34,ap-northeast-3]",3.0
"d[35,ap-northeast-3]",1.0
"d[36,ap-northeast-3]",193.0
"d[37,ap-northeast-3]",2.0
"d[38,ap-northeast-3]",1.0
"d[40,ap-northeast-3]",2.0
"d[41,ap-northeast-3]",2.0
"d[42,ap-northeast-3]",2.0
"d[43,ap-northeast-3]",118.0
"d[44,ap-northeast-3]",1.0
"d[45,ap-northeast-3]",1.0
"d[46,ap-northeast-3]",1.0
"d[47,ap-northeast-3]",3.0
"d[48,ap-northeast-3]",2.0
"d[49,ap-northeast-3]",2.0
"d[51,ap-northeast-3]",2.0
"d[52,ap-northeast-3]",2.0
"d[53,ap-northeast-3]",2.0
"d[54,ap-northeast-3]",183.0
"d[55,ap-northeast-3]",2.0
"d[56,ap-northeast-3]",1.0
"d[57,ap-northeast-3]",3.0
"d[58,ap-northeast-3]",103.0
"d[59,ap-northeast-3]",1.0
"d[60,ap-northeast-3]",1.0
"d[61,ap-northeast-3]",2.0
"d[63,ap-northeast-3]",3.0
"d[64,ap-northeast-3]",1.0
"d[65,ap-northeast-3]",3.0
"d[66,ap-northeast-3]",158.0
"d[67,ap-northeast-3]",1.0
"d[68,ap-northeast-3]",1.0
"d[69,ap-northeast-3]",123.0
"d[70,ap-northeast-3]",2.0
"d[71,ap-northeast-3]",2.0
"d[73,ap-northeast-3]",1.0
"d[74,ap-northeast-3]",138.0
"d[75,ap-northeast-3]",2.0
"d[76,ap-northeast-3]",1.0
"d[77,ap-northeast-3]",2.0
"d[79,ap-northeast-3]",3.0
"d[80,ap-northeast-3]",1.0
"d[81,ap-northeast-3]",3.0
"d[83,ap-northeast-3]",1.0
"d[84,ap-northeast-3]",1.0
"d[85,ap-northeast-3]",1.0
"d[87,ap-northeast-3]",2.0
"d[88,ap-northeast-3]",1.0
"d[89,ap-northeast-3]",3.0
"d[90,ap-northeast-3]",211.0
"d[91,ap-northeast-3]",1.0
"d[92,ap-northeast-3]",2.0
"d[94,ap-northeast-3]",141.0
"d[96,ap-northeast-3]",162.0
"d[97,ap-northeast-3]",3.0
"d[98,ap-northeast-3]",1.0
"d[99,ap-northeast-3]",201.0
"d[100,ap-northeast-3]",2.0
"d[1,ap-south-1]",1.0
"d[4,ap-south-1]",3.0
"d[6,ap-south-1]",108.0
"d[7,ap-south-1]",2.0
"d[8,ap-south-1]",3.0
"d[10,ap-south-1]",1.0
"d[11,ap-south-1]",2.0
"d[12,ap-south-1]",1.0
"d[13,ap-south-1]",1.0
"d[14,ap-south-1]",1.0
"d[15,ap-south-1]",140.0
"d[16,ap-south-1]",1.0
"d[17,ap-south-1]",2.0
"d[19,ap-south-1]",1.0
"d[20,ap-south-1]",1.0
"d[21,ap-south-1]",2.0
"d[22,ap-south-1]",3.0
"d[23,ap-south-1]",2.0
"d[24,ap-south-1]",1.0
"d[26,ap-south-1]",3.0
"d[27,ap-south-1]",1.0
"d[28,ap-south-1]",1.0
"d[29,ap-south-1]",2.0
"d[30,ap-south-1]",104.0
"d[31,ap-south-1]",2.0
"d[32,ap-south-1]",2.0
"d[33,ap-south-1]",1.0
"d[34,ap-south-1]",1.0
"d[35,ap-south-1]",3.0
"d[36,ap-south-1]",3.0
"d[37,ap-south-1]",1.0
"d[38,ap-south-1]",1.0
"d[40,ap-south-1]",3.0
"d[41,ap-south-1]",3.0
"d[42,ap-south-1]",1.0
"d[43,ap-south-1]",2.0
"d[44,ap-south-1]",2.0
"d[45,ap-south-1]",3.0
"d[46,ap-south-1]",2.0
"d[47,ap-south-1]",1.0
"d[48,ap-south-1]",112.0
"d[49,ap-south-1]",85.0
"d[52,ap-south-1]",105.0
"d[53,ap-south-1]",1.0
"d[54,ap-south-1]",3.0
"d[55,ap-south-1]",4.0
"d[56,ap-south-1]",3.0
"d[57,ap-south-1]",131.0
"d[58,ap-south-1]",1.0
"d[59,ap-south-1]",3.0
"d[60,ap-south-1]",2.0
"d[61,ap-south-1]",2.0
"d[63,ap-south-1]",1.0
"d[64,ap-south-1]",4.0
"d[65,ap-south-1]",2.0
"d[66,ap-south-1]",2.0
"d[67,ap-south-1]",3.0
"d[68,ap-south-1]",3.0
"d[69,ap-south-1]",2.0
"d[70,ap-south-1]",99.0
"d[71,ap-south-1]",3.0
"d[73,ap-south-1]",2.0
"d[74,ap-south-1]",2.0
"d[75,ap-south-1]",1.0
"d[76,ap-south-1]",1.0
"d[77,ap-south-1]",97.0
"d[79,ap-south-1]",1.0
"d[80,ap-south-1]",2.0
"d[81,ap-south-1]",1.0
"d[83,ap-south-1]",77.0
"d[84,ap-south-1]",1.0
"d[85,ap-south-1]",3.0
"d[87,ap-south-1]",101.0
"d[88,ap-south-1]",1.0
"d[89,ap-south-1]",137.0
"d[90,ap-south-1]",3.0
"d[91,ap-south-1]",2.0
"d[92,ap-south-1]",88.0
"d[94,ap-south-1]",2.0
"d[96,ap-south-1]",2.0
"d[97,ap-south-1]",2.0
"d[98,ap-south-1]",2.0
"d[99,ap-south-1]",3.0
"d[100,ap-south-1]",94.0
L[1],355.35
L[2],109.97999999999973
L[3],109.97999999999985
L[4],391.88
L[5],2.5699999999998226
L[6],348.84
L[7],325.92
L[8],438.44
L[9],200.88000000000002
L[10],216.3
L[11],238.82
L[12],405.0
L[13],233.28000000000003
L[14],437.88
L[15],452.2
L[16],236.9
L[17],269.2
L[18],147.90999999999985
L[19],209.51999999999998
L[20],236.52
L[21],318.68
L[22],368.59999999999997
L[23],300.69
L[24],288.36
L[25],2.3199999999998226
L[26],494.15999999999997
L[27],268.92
L[28],460.08000000000004
L[29],328.96
L[30],335.92
L[31],471.41999999999996
L[32],406.85
L[33],242.05
L[34],434.16
L[35],346.95
L[36],447.76
L[37],360.5
L[38],257.5
L[39],26.919999999999845
L[40],434.56
L[41],438.44
L[42],334.75
L[43],273.76
L[44],318.15999999999997
L[45],384.12
L[46],326.39
L[47],359.64000000000004
L[48],361.76
L[49],274.55
L[50],102.03999999999974
L[51],226.8
L[52],339.15
L[53],243.0
L[54],424.55999999999995
L[55],492.76
L[56],384.12
L[57],423.13
L[58],238.95999999999998
L[59],426.8
L[60],252.2
L[61],391.4
L[62],109.97999999999986
L[63],359.64000000000004
L[64],462.59999999999997
L[65],478.95
L[66],366.56
L[67],354.65999999999997
L[68],360.84
L[69],285.35999999999996
L[70],319.77
L[71],469.47999999999996
L[72],63.60999999999984
L[73],318.68
L[74],320.15999999999997
L[75],324.0
L[76],298.7
L[77],313.31
L[78],109.97999999999988
L[79],411.48
L[80],242.28000000000003
L[81],356.4
L[82],2.5699999999998226
L[83],248.71
L[84],221.16
L[85],406.06
L[86],102.03999999999974
L[87],326.23
L[88],252.35
L[89],442.51
L[90],489.52
L[91],305.83
L[92],284.24
L[93],147.90999999999985
L[94],327.12
L[95],162.1
L[96],375.84
L[97],484.1
L[98],282.7
L[99],466.32
L[100],303.62
